gsr_tonic,gsr_phasic_peaks_count,heart_rate_bpm,hrv_rmssd,trial_id,start_time,arousal_score,arousal_label
5.038918964830838,14,71.87380208333335,0.08257365861212057,1,0.0,0.49999988921088573,High
4.976196127217211,16,71.87380208333335,0.0825736586121206,2,20.0,0.999999764210917,High
5.013182862628326,12,71.87380208333333,0.08257365861212038,3,40.0,0.0,Low
