onset_idx,offset_idx,onset_time,offset_time,amplitude,duration
28990,29009,115.951103,116.031036,5.0090689034989335,0.07993299999999692
29011,29048,116.03328,116.180939,0.6964186815414991,0.14765899999999021
29051,29076,116.190961,116.290874,0.07971580771716483,0.0999130000000008
29078,29109,116.30087,116.428736,0.18782119156261362,0.12786599999999737
29112,29141,116.440809,116.550725,0.10617593889389441,0.10991599999999835
29143,29162,116.56074,116.640674,0.635094654362639,0.07993400000000861
29165,29202,116.650668,116.800573,0.8506099282279745,0.14990500000000395
29206,29211,116.811454,116.830583,1.0976225079689281,0.019129000000006613
29213,29222,116.840567,116.880536,0.003220248437620923,0.039969000000013466
29224,29255,116.885621,117.010458,0.8841984053367208,0.12483699999999942
29258,29322,117.020449,117.280293,0.8664646847967896,0.2598440000000011
29324,29330,117.288417,117.310303,0.7363158289755831,0.021886000000009176
29334,29352,117.330284,117.400224,50.42508830859893,0.06993999999998834
29356,29369,117.410661,117.468917,10.291597057794286,0.058256000000000085
29373,29412,117.480188,117.640083,0.5455809513211073,0.1598950000000059
29415,29443,117.650078,117.760015,36.941492090195815,0.10993700000000217
29445,29510,117.770004,118.029856,4.9674285130739415,0.2598519999999951
29513,29521,118.040439,118.07984,9.935550966101477,0.03940099999999802
29524,29564,118.08983,118.249729,48.6660795626687,0.1598989999999958
29566,29584,118.253234,118.329694,9.983829575869171,0.07645999999999731
29586,29599,118.332193,118.389646,0.6939438666059381,0.05745299999999531
29602,29654,118.399635,118.609519,37.24707236817412,0.2098840000000024
29656,29720,118.615217,118.869365,1.4453262780424359,0.2541480000000007
29724,29731,118.88831,118.909333,1.1184563871693882,0.02102299999999957
29733,29733,118.919351,118.919351,0.0,0.0
29735,29741,118.929345,118.951364,37.227826702615886,0.022019000000000233
29746,29802,118.970975,119.199181,10.791058499053742,0.22820600000000013
29805,29834,119.209171,119.329103,0.3041664018263687,0.1199320000000057
29836,29844,119.331962,119.369067,0.5932360407122953,0.037104999999996835
29847,29848,119.379062,119.379062,36.60804556378283,0.0
29851,29860,119.389086,119.429023,0.34585003975711787,0.03993699999999478
29862,29871,119.439039,119.469018,0.013523682930326325,0.029979000000011524
29873,29887,119.479007,119.538958,0.34077477899633357,0.05995099999999809
29889,29890,119.546124,119.548955,0.8005623023850174,0.002831000000000472
29892,29954,119.558939,119.808823,0.34690034592084223,0.24988400000000865
29956,29956,119.816209,119.816209,0.0,0.0
29958,29979,119.818815,119.908744,36.16887750539129,0.08992899999999793
29981,29984,119.915754,119.928724,9.970882809460756,0.012969999999995707
29986,30039,119.935336,120.148605,0.7206926113122015,0.21326899999999682
30042,30058,120.158591,120.218577,0.578957425032273,0.05998599999999499
30061,30067,120.234778,120.258542,9.977854128017707,0.023763999999999896
30070,30083,120.268537,120.318491,0.19727082906501914,0.04995399999999961
30087,30129,120.338504,120.508395,33.319280188053284,0.1698909999999927
30132,30195,120.518385,120.768238,0.018569868066305693,0.24985300000000166
30200,30254,120.788222,121.008095,0.6252795154968697,0.21987299999999266
30256,30276,121.014585,121.093361,10.526624767702133,0.07877600000000484
30278,30308,121.098055,121.217986,33.63585217532031,0.11993099999999401
30310,30318,121.227978,121.257951,30.277665103174648,0.029973000000012462
30320,30348,121.267946,121.377881,0.4227472649231453,0.10993500000000722
30350,30393,121.387874,121.55779,46.62316447647028,0.16991600000000062
30395,30407,121.567784,121.617744,0.11070727166722157,0.04995999999999867
30409,30425,121.627736,121.687711,16.844340681665162,0.05997499999999434
30427,30437,121.697707,121.737671,0.5689923110201051,0.03996400000001188
30439,30501,121.747667,121.987526,0.4050319123229675,0.2398589999999956
30505,30524,122.007506,122.087469,36.69157021510527,0.07996299999999223
30526,30532,122.088455,122.117446,10.005288251719687,0.028991000000004874
30534,30536,122.127415,122.127438,9.960499277144695,2.2999999998774e-05
30538,30558,122.137429,122.217396,4.975424139709096,0.07996699999999635
30561,30578,122.231398,122.297329,1.1658846126439784,0.06593100000000618
30580,30616,122.30732,122.453461,34.15448030639612,0.14614100000000008
30622,30622,122.477236,122.477236,0.0,0.0
30625,30632,122.487227,122.517205,0.03161898164078027,0.029977999999999838
30634,30642,122.527195,122.557199,0.25682094930125926,0.030003999999991038
30644,30665,122.567194,122.647125,48.863144666404764,0.07993100000000197
30668,30742,122.657118,122.956957,0.4492589286814453,0.29983900000000574
30745,30767,122.966952,123.056875,0.8151481460446316,0.08992299999999886
30771,30779,123.070763,123.106867,9.977084995127585,0.036103999999994585
30781,30826,123.109635,123.286744,10.773092073309316,0.17710900000000152
30828,30914,123.296738,123.646536,43.42541306654434,0.3497979999999927
30916,30937,123.651021,123.736491,6.877835778789721,0.08547000000000082
30940,30942,123.746487,123.756473,5.024562493391838,0.00998599999999783
30945,30947,123.766467,123.776458,39.39959390653665,0.009990999999999417
30950,30977,123.786451,123.89639,0.3252475979926677,0.10993899999999712
30979,30986,123.903445,123.926364,9.617511146861228,0.022919000000001688
30989,30991,123.942065,123.946351,9.961919744707844,0.0042860000000075615
30993,30997,123.956367,123.976354,0.2157712909541026,0.01998700000000042
30999,31001,123.983758,123.986344,1.0465581684741656,0.002586000000007971
31004,31012,124.00525,124.036299,1.4560291892678525,0.031048999999995885
31016,31027,124.048171,124.096284,9.993788721000659,0.04811300000000074
31029,31043,124.106055,124.15623,9.837570075989294,0.05017499999999586
31045,31057,124.166224,124.216215,0.24192040013194424,0.04999100000000567
31061,31063,124.230782,124.236193,1.785247601874877,0.00541099999999517
31066,31073,124.250661,124.276162,9.769839149136489,0.025501000000005547
31076,31084,124.289177,124.326153,9.823307249597764,0.03697600000000989
31086,31092,124.327693,124.356124,10.003295706915797,0.028430999999997653
31096,31102,124.370548,124.396092,0.2532212471338059,0.02554399999999646
31104,31136,124.406083,124.526014,0.4290506992186355,0.11993100000000823
31139,31175,124.542664,124.68591,0.7760556487778438,0.14324600000000487
31178,31197,124.695906,124.775868,0.5790494711162423,0.07996200000000897
31200,31263,124.785862,125.035708,0.34566204593504335,0.24984600000000512
31265,31267,125.045704,125.055694,0.7070992363169402,0.009990000000001942
31270,31274,125.065691,125.085699,4.991685211429102,0.020008000000004245
31276,31319,125.091326,125.265586,9.951490591866126,0.17426000000000386
31321,31322,125.266058,125.275572,9.976396644079465,0.009513999999995804
31324,31327,125.285526,125.295557,9.962449196859176,0.010030999999997903
31329,31347,125.304994,125.375521,9.955475528572203,0.07052700000001266
31349,31358,125.385512,125.415489,0.28955642800670134,0.029976999999988152
31361,31362,125.431546,125.435496,9.944516981734207,0.003950000000003229
31365,31382,125.445492,125.515434,4.993408655417659,0.0699419999999975
31384,31399,125.525424,125.585407,0.21317966600968302,0.05998300000000256
31401,31409,125.592347,125.625375,0.9272842067025622,0.03302800000000161
31411,31413,125.634883,125.635361,0.8348227356750653,0.00047800000000108867
31415,31419,125.645355,125.665344,33.50443851193451,0.019989000000009582
31421,31427,125.674871,125.695315,9.92459258609642,0.020443999999997686
31430,31432,125.705338,125.715327,4.965284936436176,0.009989000000004467
31435,31437,125.725318,125.735314,4.948181989377513,0.009996000000001004
31439,31442,125.745307,125.755292,0.9059577087259648,0.009985000000000355
31444,31447,125.765286,125.775279,18.144278712585958,0.009992999999994367
31449,31456,125.785266,125.805251,18.036095124222427,0.01998500000000547
31460,31463,125.82527,125.83526,0.8010292441602865,0.009990000000001942
31465,31477,125.845249,125.895209,36.67148210803594,0.04995999999999867
31479,31488,125.905203,125.935177,0.7941649702675131,0.029973999999995726
31490,31508,125.945171,126.01514,5.063353371284686,0.06996900000000039
31512,31518,126.035122,126.055136,0.07120175559633345,0.020014000000003307
31520,31532,126.065132,126.115086,0.18141667508804143,0.04995399999999961
31535,31553,126.125076,126.195019,0.0,0.06994299999999498
31555,31563,126.20504,126.235017,5.040549666951016,0.029977000000002363
31565,31567,126.245007,126.255,1.0510707017132577,0.009992999999994367
31570,31572,126.264995,126.274981,33.44630419119578,0.00998599999999783
31574,31577,126.284976,126.294967,33.49508649011075,0.009990999999999417
31580,31588,126.30496,126.334968,33.34898302767267,0.03000800000000936
31590,31607,126.344958,126.414898,33.37971389931316,0.06993999999998834
31609,31622,126.424882,126.474875,16.718557095709546,0.04999300000000062
31624,31632,126.484321,126.514843,0.3603109767964335,0.030522000000004823
31634,31642,126.524834,126.554838,17.488485497606703,0.03000400000000525
31644,31647,126.564832,126.574826,13.34016866460091,0.009994000000006054
31649,31652,126.584821,126.594806,34.938554635245005,0.009985000000000355
31654,31656,126.604733,126.604796,10.62397585087617,6.299999999725969e-05
31658,31666,126.614793,126.644765,0.0,0.029972000000000776
31668,31672,126.654756,126.67474,31.612813857674865,0.019983999999993785
31675,31692,126.684734,126.754702,0.5896840255594517,0.0699679999999887
31694,31697,126.764697,126.774689,0.19284358947084554,0.009991999999996892
31699,31702,126.784684,126.794671,35.08325241479187,0.009986999999995305
31704,31727,126.804661,126.894619,18.632203975912244,0.08995800000000997
31729,31737,126.904612,126.934588,34.40219179064032,0.029976000000004888
31740,31742,126.94461,126.954596,4.878997930928031,0.00998599999999783
31744,31758,126.96459,127.01455,23.578407494994227,0.04995999999999867
31760,31770,127.024543,127.064541,4.997164646076813,0.0399980000000113
31772,31788,127.074529,127.134482,0.4342554346234483,0.05995300000000725
31791,31874,127.146604,127.48428,9.899687520321033,0.33767600000000186
31876,31889,127.492149,127.544232,0.8733389948925903,0.052082999999996105
31891,31897,127.552973,127.574234,10.04015826568486,0.021261000000009744
31899,31913,127.584232,127.634185,37.57804777912232,0.049953000000002135
31915,31919,127.644175,127.664164,48.00010833321108,0.01998899999999537
31921,31990,127.674149,127.94399,33.72094584913062,0.26984099999999955
31992,32010,127.95347,128.023953,3.1802616244579625,0.07048300000001007
32014,32041,128.036725,128.143884,9.802947711785471,0.10715900000002421
32043,32051,128.15387,128.183852,0.9232034012069064,0.02998199999998974
32054,32103,128.199057,128.393733,1.0071370313914587,0.19467599999998697
32105,32176,128.403722,128.683552,35.463037651052964,0.279830000000004
32178,32194,128.693576,128.753522,5.0733541373040385,0.0599459999999965
32196,32201,128.763516,128.783504,46.013142133633956,0.019987999999983685
32203,32211,128.793489,128.823499,0.8738825149869975,0.03001000000000431
32213,32324,128.833489,129.27321,37.3583378048328,0.43972100000002
32327,32330,129.293197,129.303188,0.8886543141177002,0.009991000000013628
32332,32346,129.313178,129.363169,0.47669101103335276,0.04999100000000567
32348,32381,129.373159,129.503083,36.72327055151815,0.1299240000000168
32383,32515,129.513073,130.042752,28.247994619087567,0.5296790000000158
32518,32548,130.052743,130.172675,5.543803092192218,0.1199320000000057
32550,32560,130.182672,130.222667,0.22968238939892627,0.039995000000004666
32563,32585,130.232656,130.322579,37.26565545109867,0.08992299999999886
32588,32589,130.332575,130.332575,0.2781436005016114,0.0
32591,32630,130.342597,130.502493,0.5686511848224709,0.15989599999997495
32632,32641,130.511844,130.542461,10.021774198214604,0.030617000000006556
32644,32660,130.554768,130.622424,0.73,0.0676559999999995
32662,32672,130.632414,130.672378,3.2551080318307233,0.03996399999999767
32674,32676,130.676725,130.682372,9.991441550146805,0.005646999999981972
32679,32714,130.696127,130.833973,9.885856816685136,0.13784599999999614
32716,32719,130.842298,130.855461,23.163425934002074,0.013162999999991598
32721,32737,130.862287,130.928649,32.837310760779424,0.06636199999999803
32743,32753,130.952235,130.992203,6.124013854491186,0.03996799999998757
32756,32775,131.002195,131.082162,37.37560135716882,0.07996700000001056
32777,32814,131.092152,131.232066,36.927037519952776,0.13991400000000453
32816,32820,131.242055,131.262044,0.18887482627391083,0.019989000000009582
32823,32825,131.27203,131.282024,33.1633389775894,0.009994000000006054
32828,32899,131.292015,131.571843,34.15447092285284,0.27982800000000907
32901,32908,131.58184,131.611841,4.973221336568482,0.030000999999998612
32911,32920,131.621834,131.661802,38.9560393263997,0.03996799999998757
32922,32926,131.671788,131.681782,35.135830160393255,0.009994000000006054
32929,32973,131.693241,131.871682,38.003304132667196,0.1784409999999923
32977,32979,131.887683,131.891668,10.644624619027203,0.003985000000000127
32981,33039,131.901665,132.134758,33.34948396902117,0.23309299999999666
33041,33045,132.141522,132.161503,33.55676533875099,0.01998100000000136
33047,33050,132.171495,132.181491,32.838041963551966,0.009996000000001004
33052,33077,132.187777,132.285532,10.453482864576763,0.09775499999997805
33080,33092,132.301423,132.350188,1.0508345730894086,0.048765000000003056
33094,33131,132.351406,132.501317,18.82938992008238,0.14991100000000301
33133,33161,132.511302,132.621242,0.5705744911928677,0.1099399999999946
33163,33178,132.631233,132.691184,0.5565128659788559,0.05995099999998388
33180,33181,132.70118,132.70118,16.767398285064978,0.0
33184,33185,132.716403,132.721187,33.8208339489138,0.004783999999972366
33188,33191,132.731183,132.741174,16.205929074570207,0.009991000000013628
33193,33205,132.751165,132.801123,37.81146519245188,0.04995800000000372
33208,33210,132.811114,132.821107,4.966119712612655,0.009993000000008578
33212,33214,132.824851,132.831097,9.925263573326403,0.006246000000004415
33222,33223,132.866483,132.871091,0.3104126286090822,0.004608000000018819
33226,33230,132.881085,132.901074,0.40890585713584493,0.01998899999998116
33232,33235,132.909283,132.921051,0.8207045753497417,0.011768000000017764
33237,33351,132.930683,133.380794,0.6556531095022734,0.450111000000021
33354,33375,133.395614,133.480738,10.5862429558366,0.08512400000000753
33378,33398,133.49073,133.570662,0.9337663358678122,0.07993199999998524
33401,33403,133.580659,133.590675,0.015160474926597781,0.010016000000007352
33405,33425,133.60067,133.680602,18.788824818226395,0.07993199999998524
33428,33429,133.690593,133.690593,0.327438543852125,0.0
33431,33439,133.70059,133.730592,35.72576241313823,0.030001999999996087
33443,33470,133.750574,133.860515,0.7478918705267493,0.10994099999999207
33473,33479,133.870501,133.890488,48.115299668218846,0.019987000000014632
33481,33500,133.900484,133.980447,35.707126330187926,0.07996299999999223
33504,33554,133.996145,134.190296,0.6520840743339773,0.19415099999997665
33556,33620,134.20029,134.460168,30.610080039098232,0.2598780000000147
33622,33630,134.470153,134.500134,0.2261124720133766,0.029980999999992264
33634,33655,134.514772,134.600079,29.020572599450894,0.08530700000000024
33658,33665,134.61007,134.640042,16.69779488435524,0.029971999999986565
33667,33719,134.650039,134.849933,28.358079614988036,0.19989400000000046
33721,33724,134.859925,134.869911,0.8570426622986747,0.00998599999999783
33726,33741,134.879905,134.939858,39.751696686361,0.05995299999997883
33744,33745,134.951045,134.959837,9.922078814442061,0.008791999999999689
33747,33819,134.969859,135.253015,36.79077715950017,0.2831559999999911
33822,34044,135.269669,136.149151,0.4833075883948027,0.8794819999999959
34046,34054,136.159142,136.189116,33.39544927875653,0.029974000000009937
34057,34098,136.207364,136.369027,0.5283788508258066,0.1616629999999759
34101,34111,136.379024,136.418988,38.97520237279083,0.03996400000002609
34114,34116,136.430199,136.438968,9.902999429465801,0.008769000000000915
34119,34151,136.449237,136.578888,9.81283886803406,0.12965099999999552
34153,34169,136.588874,136.649311,9.96617198426758,0.0604370000000074
34171,34192,136.658851,136.742388,26.083354812025235,0.08353700000000686
34194,34284,136.748803,137.108592,0.06203265269194927,0.35978899999997793
34286,34304,137.118587,137.188936,32.38775609701913,0.07034900000002153
34308,34315,137.208511,137.238514,58.44346413415276,0.030003000000021984
34319,34320,137.248624,137.258503,0.5080653993335897,0.009878999999983762
34323,34353,137.268492,137.38842,0.3065675822718377,0.11992799999998738
34357,34401,137.402862,137.578296,10.588298770340776,0.17543399999999565
34403,34417,137.588313,137.648268,0.07243107068102748,0.0599550000000022
34419,34422,137.649927,137.66825,1.2340583454602136,0.018323000000009415
34424,34427,137.671581,137.688233,1.142224146128946,0.01665199999999345
34429,34436,137.693163,137.718239,0.4902611548960411,0.025076000000012755
34439,34440,137.735265,137.738224,10.272818286137452,0.0029590000000041528
34443,34490,137.748213,137.938087,4.983715205546963,0.1898740000000032
34492,34526,137.948076,138.07803,0.8109484940487897,0.12995400000002633
34528,34531,138.08802,138.098017,0.7813557592415891,0.00999699999999848
34533,34535,138.108002,138.117996,29.421055385556787,0.009994000000006054
34539,34541,138.135078,138.137981,1.2516222473254461,0.0029030000000034306
34543,34565,138.14797,138.237924,49.32290198528469,0.08995400000000586
34568,34628,138.24792,138.487778,37.29403648373289,0.23985799999999813
34630,34637,138.497775,138.527747,34.10150062695189,0.029972000000014987
34640,34648,138.537739,138.567714,0.7349120287490196,0.029975000000007412
34650,34670,138.577707,138.65767,0.13253229795034868,0.07996299999999223
34672,34685,138.66766,138.717649,0.589557028624034,0.0499889999999823
34688,34701,138.727641,138.777601,38.18410516392914,0.04995999999999867
34703,34712,138.787587,138.827555,41.49912324146138,0.03996799999998757
34715,34727,138.837546,138.887536,0.20459330389824587,0.049990000000008195
34729,34746,138.897532,138.957477,98.02991510074872,0.05994499999999903
34748,34773,138.967471,139.067416,0.09446486119187392,0.09994500000001949
34775,34778,139.077409,139.08743,0.07818951336336608,0.01002100000002315
34780,34793,139.097427,139.147381,0.8691652604654652,0.0499539999999854
34795,34801,139.157371,139.177359,38.645944159769215,0.019987999999983685
34804,34804,139.19734,139.19734,0.0,0.0
34807,34812,139.20733,139.227342,0.8388316279206454,0.020011999999979935
34814,34816,139.2297,139.237334,1.0009600391624032,0.007633999999995922
34818,34836,139.247329,139.31727,1.0826519119735574,0.06994100000000003
34839,34865,139.330365,139.437199,10.741952910434861,0.1068339999999921
34870,34931,139.457216,139.697049,19.019628854685887,0.2398330000000044
34934,34936,139.713147,139.717058,10.016726635982437,0.003911000000016429
34939,34971,139.732305,139.856974,10.50891891680586,0.12466900000001147
34973,34989,139.866963,139.926913,0.713443235303272,0.059950000000014825
34992,35019,139.943624,140.046845,10.031219720951187,0.10322099999999068
35022,35031,140.066826,140.096836,18.139387509574302,0.03001000000000431
35034,35054,140.107767,140.186755,9.962540087748705,0.0789880000000096
35056,35061,140.196749,140.216737,34.272912044353625,0.019987999999983685
35065,35067,140.236743,140.246739,0.7802004486027934,0.009996000000001004
35070,35075,140.256731,140.276712,36.730525034635704,0.01998100000000136
35079,35096,140.291802,140.356674,9.945985572078817,0.06487200000000826
35099,35100,140.369538,140.376662,9.94949812804646,0.007124000000004571
35104,35133,140.390745,140.506578,0.8831670283700586,0.11583299999998076
35135,35140,140.516574,140.536558,38.34310331167784,0.019984000000022206
35142,35143,140.54482,140.546548,9.952170617508523,0.0017280000000141627
35146,35162,140.556538,140.626511,0.7475429686646783,0.0699730000000045
35164,35166,140.628213,140.636502,0.43049907084684863,0.008289000000019087
35169,35187,140.649765,140.72643,0.6545655047434137,0.07666499999999132
35189,35207,140.730341,140.806392,9.95295674661555,0.07605099999997833
35209,35286,140.808608,141.116227,9.94949812804646,0.30761900000001674
35288,35293,141.126217,141.146199,0.029375670205120337,0.019981999999998834
35296,35301,141.15619,141.176178,0.04254550505047507,0.019987999999983685
35304,35312,141.187089,141.226163,1.0002344725113208,0.03907400000002781
35314,35367,141.229845,141.446012,0.5955457497119765,0.21616699999998445
35369,35415,141.453894,141.635912,0.5860034129593444,0.18201799999999935
35417,35463,141.645907,141.825785,38.06028507512786,0.1798780000000022
35466,35495,141.835776,141.955766,1.0681278200664936,0.11999000000000137
35503,35539,141.985709,142.125627,58.54323122274684,0.13991799999999444
35542,35570,142.14561,142.255551,0.0416082924427331,0.10994099999999207
35572,35576,142.265541,142.275593,0.7651628911545567,0.010051999999973305
35579,35580,142.28883,142.295553,9.917619119526623,0.006723000000022239
35582,35586,142.305535,142.31553,21.46330432086355,0.009995000000003529
35588,35607,142.325492,142.405454,0.8241583585695167,0.07996199999999476
35609,35613,142.412476,142.425436,1.0251316013078515,0.012959999999992533
35616,35639,142.435427,142.525385,32.95015371436073,0.08995799999999576
35641,35643,142.535377,142.545367,10.6082981354221,0.009989999999987731
35645,35674,142.555356,142.665299,0.5141984052872971,0.10994300000001545
35677,35699,142.682091,142.765248,10.57407480586363,0.08315699999999993
35701,35707,142.77524,142.805211,0.8426710983533255,0.02997100000001751
35710,35710,142.815207,142.815207,0.0,0.0
35712,35824,142.825194,143.264951,0.8743258031191804,0.43975699999998596
35826,35905,143.274941,143.594736,34.83520078684777,0.31979499999999916
35908,35959,143.604726,143.804621,22.54251823576949,0.19989499999999794
35961,35997,143.814617,143.961316,0.7245047756916444,0.14669900000001235
35999,36006,143.96452,143.994524,0.3109785362368277,0.03000400000001946
36008,36023,144.004516,144.064465,1.103993156681689,0.05994900000001735
36026,36034,144.074456,144.104461,0.931094651472126,0.030004999999988513
36037,36050,144.123089,144.174408,9.997772401890334,0.051319000000006554
36055,36075,144.194388,144.27435,0.0909514156019575,0.07996199999999476
36078,36085,144.284347,144.314319,36.48256272632174,0.029972000000014987
36087,36108,144.324311,144.404274,45.33001764835306,0.07996299999999223
36111,36112,144.414268,144.422218,33.599269709325526,0.007949999999993906
36114,36118,144.424255,144.444242,0.9002160018573321,0.019987000000014632
36121,36139,144.454233,144.524205,37.01563039392954,0.06997200000000703
36141,36170,144.534202,144.654128,5.673122937148463,0.11992599999999243
36173,36181,144.664118,144.694096,0.4201529870178242,0.029977999999999838
36183,36200,144.704081,144.77406,0.5343247795114877,0.06997899999998936
36203,36228,144.784049,144.883998,35.54835539050998,0.09994899999998097
36230,36231,144.89399,144.89399,1.0147978912078996,0.0
36233,36235,144.903977,144.91397,36.785862912945234,0.009993000000008578
36237,36253,144.923962,144.983913,0.9684404473172318,0.0599510000000123
36256,36315,144.993934,145.233766,37.27790900788294,0.23983200000000693
36318,36371,145.243788,145.453644,0.8344888555277417,0.20985600000000204
36373,36390,145.463633,145.533611,0.3680208485942067,0.0699780000000203
36394,36395,145.552472,145.553587,9.994329292153626,0.0011149999999986449
36398,36530,145.563581,146.093264,0.4819005084039651,0.5296830000000057
36533,36537,146.103281,146.123267,49.60661750210349,0.019985999999988735
36539,36573,146.126061,146.263179,37.659155274647354,0.13711800000001517
36577,36578,146.275449,146.283198,1.2700714192516893,0.007748999999989792
36582,36582,146.296803,146.296803,0.0,0.0
36585,36599,146.313137,146.363129,56.70663794944998,0.04999199999997472
36602,36656,146.381533,146.592966,9.968819609662921,0.21143299999999954
36658,36664,146.602988,146.623492,9.899008715017883,0.02050399999998831
36668,36680,146.642955,146.692916,21.967405593287523,0.04996099999999615
36683,36733,146.702901,146.902796,37.33489431577381,0.19989499999999794
36736,36832,146.912792,147.302553,38.55466458238225,0.3897609999999929
36835,36909,147.312547,147.602537,14.100771938089062,0.2899900000000173
36913,36942,147.622379,147.732294,35.39470868830537,0.10991500000000087
36944,36957,147.74231,147.792269,41.48065120426631,0.0499590000000012
36960,37072,147.810464,148.251983,1.3883352332920171,0.44151899999999955
37075,37082,148.268591,148.291978,0.7771113498077351,0.023387000000013813
37084,37122,148.301967,148.451878,36.70802652826763,0.14991100000000301
37125,37128,148.46989,148.481849,0.8385768956988978,0.011959000000018705
37131,37140,148.491842,148.53184,22.13756097315149,0.03999799999999709
37142,37150,148.533454,148.571804,0.5670282179927204,0.0383499999999799
37152,37167,148.572626,148.631752,10.617895207620009,0.05912599999999202
37169,37171,148.641774,148.651772,0.6675620664028176,0.009997999999995955
37174,37175,148.661757,148.671393,37.51881742539336,0.009636000000000422
37179,37193,148.681744,148.74172,0.7076007066135533,0.0599759999999776
37195,37217,148.751713,148.831648,37.88418613933787,0.07993500000000608
37219,37251,148.841639,148.971563,36.899672085263845,0.1299240000000168
37253,37261,148.981553,149.01156,24.667636073405983,0.030007000000011885
37265,37284,149.027699,149.101483,10.644456649824827,0.07378399999998919
37286,37316,149.111505,149.231405,33.521883448577285,0.11990000000000123
37319,37343,149.241426,149.341342,49.42846406454483,0.09991600000000744
37346,37387,149.351336,149.511263,0.054700822662917974,0.15992700000001037
37389,37397,149.521253,149.55126,0.8718497863737767,0.030007000000011885
37400,37408,149.567011,149.60119,0.6607185482487986,0.03417899999999463
37410,37447,149.609534,149.751094,9.939215311079643,0.14155999999999835
37449,37451,149.761116,149.771109,0.36045665481441735,0.009993000000008578
37461,37463,149.811074,149.821062,36.32706979650299,0.009988000000021202
37467,37468,149.832627,149.841049,10.001366406646644,0.008421999999995933
37472,37486,149.852007,149.911019,10.015699126870775,0.059012000000024045
37490,37495,149.931007,149.950988,0.29468807661661506,0.01998100000000136
37498,37500,149.960979,149.970973,36.42588365434667,0.009993999999977632
37502,37502,149.974732,149.974732,0.0,0.0
37507,37510,149.996186,150.01097,0.4317128675404521,0.014783999999991693
37512,37520,150.016713,150.050939,9.991276695197666,0.034225999999989654
37522,37523,150.055457,150.060924,9.914651632810907,0.005467000000010103
37526,37531,150.070915,150.090903,33.81974488431277,0.019987999999983685
37534,37537,150.100893,150.110883,38.83096754962462,0.009989999999987731
37539,37547,150.120905,150.150882,34.189348310402174,0.029977000000002363
37549,37596,150.160873,150.350745,0.6338764114557348,0.18987199999997983
37598,37618,150.360737,150.440701,0.3888495885300639,0.07996399999998971
37621,37659,150.450697,150.6006,5.0365132586939545,0.1499029999999948
37662,37701,150.616873,150.770519,9.987355455775067,0.15364600000000905
37704,37706,150.780508,150.790498,0.5071723425030193,0.009990000000016153
37708,37771,150.800494,151.050348,33.26133641331929,0.24985400000002755
37773,37816,151.060333,151.230224,17.738231001145518,0.16989099999997848
37819,37839,151.240217,151.320179,0.6179551844591968,0.07996199999999476
37842,37868,151.332896,151.440111,0.4099100998999659,0.10721499999999651
37870,37880,151.441167,151.481845,10.088939389251973,0.04067799999998556
37883,37883,151.500061,151.500061,0.0,0.0
37888,37917,151.520073,151.630013,34.72701619344801,0.1099399999999946
37920,37926,151.644119,151.669977,32.907000744522435,0.025857999999999493
37930,37931,151.684209,151.689965,1.455247697129255,0.0057559999999909905
37934,37942,151.699954,151.729933,0.7641989269817108,0.029978999999997313
37944,38011,151.739949,152.00979,8.421834776341791,0.26984100000001376
38013,38044,152.01395,152.139707,0.8684130008239167,0.125756999999993
38046,38049,152.149701,152.159693,51.406936768689114,0.009992000000011103
38052,38058,152.169685,152.195297,34.793556889171306,0.025612000000023727
38062,38074,152.209653,152.259638,37.442833760280486,0.0499849999999924
38076,38080,152.269628,152.280585,37.678306503875675,0.010956999999990558
38083,38106,152.299607,152.38956,0.0,0.08995299999997997
38108,38115,152.398431,152.419533,10.643571474368931,0.021102000000013277
38118,38167,152.43952,152.629422,15.462732103755142,0.18990200000001778
38170,38184,152.643904,152.699364,0.25919670136789935,0.05546000000001072
38187,38189,152.709354,152.719347,0.47749145803878,0.009993000000008578
38193,38206,152.738717,152.789318,9.921088851532376,0.05060100000000034
38208,38301,152.797067,153.169095,10.11268857277826,0.37202800000000025
38305,38322,153.186333,153.249063,9.970259668634515,0.06273000000001616
38324,38331,153.259017,153.289026,0.8294789931035023,0.030009000000006836
38334,38381,153.299016,153.488891,0.23537204591879274,0.18987500000000068
38385,38407,153.506984,153.588834,9.98323147082146,0.08185000000000286
38410,38464,153.606404,153.818702,0.736036989559628,0.2122980000000041
38466,38513,153.828696,154.018568,11.761272805270695,0.18987199999997983
38515,38543,154.028589,154.138527,119.41497641292736,0.10993799999999965
38545,38564,154.147165,154.218462,0.5452788277569559,0.07129699999998707
38567,38688,154.231631,154.718169,9.987355455775067,0.4865379999999959
38690,38757,154.722611,154.988001,9.927243720691058,0.26538999999999646
38759,38807,154.997996,155.187895,34.11281284209791,0.18989899999999693
38810,38838,155.207386,155.31782,0.20459132435174274,0.11043399999999792
38841,38876,155.327815,155.467723,0.46548874583602984,0.13990800000001968
38881,38884,155.48771,155.497699,0.4708265498036405,0.009989000000018677
38886,38935,155.507689,155.705142,37.81742282334956,0.19745299999999588
38938,38958,155.717579,155.797543,33.43149596787437,0.07996399999998971
38962,38971,155.809912,155.847503,9.941623079256223,0.037590999999991936
38975,39052,155.858537,156.167328,10.558004283007277,0.30879099999998516
39055,39064,156.187305,156.217282,34.27615714531021,0.029977000000002363
39066,39073,156.227272,156.257245,0.9695220471964523,0.029973000000012462
