trial_index,stim_onset,saccade_onset,latency,amplitude
0,0.0,0.029453,0.029453,10.631094477992376
1,0.0,0.029453,0.029453,10.631094477992376
2,0.0,0.029453,0.029453,10.631094477992376
3,0.0,0.029453,0.029453,10.631094477992376
4,122.242,122.30732,0.06531999999999982,34.15448030639612
5,122.242,122.30732,0.06531999999999982,34.15448030639612
6,123.238,123.296738,0.058738000000005286,43.42541306654434
7,123.238,123.296738,0.058738000000005286,43.42541306654434
8,124.239,124.250661,0.011660999999989485,9.769839149136489
9,124.239,124.250661,0.011660999999989485,9.769839149136489
10,125.238,125.266058,0.02805800000000147,9.976396644079465
11,125.238,125.266058,0.02805800000000147,9.976396644079465
12,126.238,126.245007,0.00700700000000154,1.0510707017132577
13,126.238,126.245007,0.00700700000000154,1.0510707017132577
14,127.239,127.492149,0.2531489999999934,0.8733389948925903
15,127.239,127.492149,0.2531489999999934,0.8733389948925903
16,147.235,147.312547,0.07754699999998138,14.100771938089062
17,147.235,147.312547,0.07754699999998138,14.100771938089062
18,167.231,167.27074,0.03973999999999478,83.50093856652153
19,167.231,167.27074,0.03973999999999478,83.50093856652153
20,187.23,187.240884,0.010884000000004335,34.229251540166636
21,187.23,187.240884,0.010884000000004335,34.229251540166636
22,207.227,207.426984,0.1999840000000006,34.08520530963544
23,207.227,207.426984,0.1999840000000006,34.08520530963544
24,227.224,227.485098,0.26109800000000405,40.808753832756274
25,227.224,227.485098,0.26109800000000405,40.808753832756274
26,247.222,247.470213,0.2482129999999927,9.936963424507509
27,247.222,247.470213,0.2482129999999927,9.936963424507509
28,267.22,267.278396,0.05839599999995926,0.6478404510371362
29,267.22,267.278396,0.05839599999995926,0.6478404510371362
30,287.216,287.239616,0.023616000000004078,37.521346529808866
31,287.216,287.239616,0.023616000000004078,37.521346529808866
32,307.214,307.257726,0.04372599999999238,0.927467142275132
33,307.214,307.257726,0.04372599999999238,0.927467142275132
34,327.211,327.265851,0.054850999999985106,0.8503267033911143
35,327.211,327.265851,0.054850999999985106,0.8503267033911143
36,347.207,347.323894,0.11689400000000205,37.3168478788067
37,347.207,347.323894,0.11689400000000205,37.3168478788067
38,367.206,367.292015,0.08601499999997486,0.9702668138197864
39,367.206,367.292015,0.08601499999997486,0.9702668138197864
40,387.203,387.225608,0.022608000000047923,1.077561807972053
41,387.203,387.225608,0.022608000000047923,1.077561807972053
42,407.199,407.275691,0.07669099999998252,0.8666073736127566
43,407.199,407.275691,0.07669099999998252,0.8666073736127566
44,427.197,427.29372,0.0967200000000048,10.328235401074087
45,427.197,427.29372,0.0967200000000048,10.328235401074087
46,447.195,447.234388,0.03938800000003084,0.25702191540800556
47,447.195,447.234388,0.03938800000003084,0.25702191540800556
48,467.191,467.392349,0.20134900000005018,38.17798111438058
49,467.191,467.392349,0.20134900000005018,38.17798111438058
50,487.189,487.450373,0.26137299999999186,4.72588988710063
51,487.189,487.450373,0.26137299999999186,4.72588988710063
52,507.186,507.257581,0.07158100000003742,9.548887164481522
53,507.186,507.257581,0.07158100000003742,9.548887164481522
54,527.182,527.196588,0.014588000000003376,0.5928909701623056
55,527.182,527.196588,0.014588000000003376,0.5928909701623056
56,547.181,547.224629,0.04362900000000991,33.18066243401419
57,547.181,547.224629,0.04362900000000991,33.18066243401419
58,567.178,567.504552,0.3265519999999924,10.267016018785593
59,567.178,567.504552,0.3265519999999924,10.267016018785593
60,587.174,587.370577,0.19657700000004752,16.912376794821007
61,587.174,587.370577,0.19657700000004752,16.912376794821007
62,607.173,607.348601,0.17560100000002876,0.9753145390078012
63,607.173,607.348601,0.17560100000002876,0.9753145390078012
64,627.17,627.170639,0.0006390000000919827,10.402405198798977
65,627.17,627.170639,0.0006390000000919827,10.402405198798977
66,647.167,647.309852,0.14285199999994802,1.2578383878702384
67,647.167,647.309852,0.14285199999994802,1.2578383878702384
68,667.165,667.188894,0.02389400000004116,10.323585711369862
69,667.165,667.188894,0.02389400000004116,10.323585711369862
70,687.161,687.240648,0.07964800000002015,34.202845332662015
71,687.161,687.240648,0.07964800000002015,34.202845332662015
72,707.159,707.178673,0.019673000000011598,0.0
73,707.159,707.178673,0.019673000000011598,0.0
74,728.155,728.282211,0.12721099999998842,10.195226949901606
75,728.155,728.282211,0.12721099999998842,10.195226949901606
76,729.155,729.175438,0.020438000000012835,5.068462646602025
77,729.155,729.175438,0.020438000000012835,5.068462646602025
78,730.155,730.169182,0.014182000000005246,10.53271351172147
79,730.155,730.169182,0.014182000000005246,10.53271351172147
