trial_index,stim_onset,saccade_onset,latency,amplitude
80,731.155,731.404093,0.24909300000001622,5.033808407160527
81,731.155,731.404093,0.24909300000001622,5.033808407160527
82,732.155,732.221506,0.06650600000000395,0.3913118960624632
83,732.155,732.221506,0.06650600000000395,0.3913118960624632
84,746.674,746.784853,0.11085300000002007,116.94152347156249
85,746.674,746.784853,0.11085300000002007,116.94152347156249
86,747.67,747.699615,0.029615000000035252,1.3810651686289102
87,747.67,747.699615,0.029615000000035252,1.3810651686289102
88,748.67,748.755534,0.0855340000000524,10.27802693759848
89,748.67,748.755534,0.0855340000000524,10.27802693759848
90,749.67,749.711207,0.04120699999998578,1.6320150520139207
91,749.67,749.711207,0.04120699999998578,1.6320150520139207
92,750.67,750.702499,0.03249900000002981,0.5171889113273795
93,750.67,750.702499,0.03249900000002981,0.5171889113273795
94,751.67,751.790083,0.12008300000002237,1.5788920165736477
95,751.67,751.790083,0.12008300000002237,1.5788920165736477
96,771.666,771.729833,0.06383299999993142,0.0
97,771.666,771.729833,0.06383299999993142,0.0
98,791.664,791.717783,0.05378300000006675,156.75218011026192
99,791.664,791.717783,0.05378300000006675,156.75218011026192
100,811.661,811.663611,0.0026110000000016953,0.2323240194211524
101,811.661,811.663611,0.0026110000000016953,0.2323240194211524
102,831.659,831.6837,0.02470000000005257,34.3032816192562
103,831.659,831.6837,0.02470000000005257,34.3032816192562
104,851.656,851.868951,0.21295100000008915,10.114107190454332
105,851.656,851.868951,0.21295100000008915,10.114107190454332
106,871.653,871.667398,0.014398000000028333,9.97469799041555
107,871.653,871.667398,0.014398000000028333,9.97469799041555
108,891.65,891.704809,0.05480899999997746,10.053075648775355
109,891.65,891.704809,0.05480899999997746,10.053075648775355
110,911.647,911.695372,0.048371999999972104,0.16653384040488586
111,911.647,911.695372,0.048371999999972104,0.16653384040488586
112,931.645,931.693286,0.04828599999996186,0.3994498842157799
113,931.645,931.693286,0.04828599999996186,0.3994498842157799
114,951.642,951.88107,0.2390699999999697,0.007495331880577385
115,951.642,951.88107,0.2390699999999697,0.007495331880577385
