subject_id,trial_type,eeg_alpha,eeg_beta,eeg_theta,gsr_mean,ppg_mean,blink_rate,cognitive_load
sub-01,Stimulus/S 12,1.1019124464573908e-11,3.113409939524909e-12,7.221679235632376e-12,3.2064982028342404,2707.328673251609,10.25,0
sub-01,Stimulus/S 12,2.31897425569325e-12,2.9545750724403907e-12,3.839933621841404e-12,3.169114200665456,2715.6964058789995,10.75,0
sub-01,Stimulus/S 12,6.971909853413944e-12,5.21133364926668e-12,1.8839090963360563e-11,3.129810242532522,2714.1430724350166,7.25,0
sub-01,Stimulus/S 12,4.500105321094101e-12,2.045801445461429e-12,4.431256673067663e-12,3.1754586933672773,2713.1111956874065,17.0,0
sub-01,Stimulus/S 12,1.5128239479339903e-11,5.184936235688285e-12,2.0257384874416237e-11,3.6001173261105195,2714.609399603224,14.75,0
sub-01,Stimulus/S 12,1.8553653326867475e-11,1.2251583715067501e-11,2.4861032666373903e-11,3.454813274220507,2713.436606815093,10.25,0
sub-01,Stimulus/S 12,1.1372298447029458e-11,6.862571995950568e-12,1.173525611107339e-11,3.3758899503754125,2710.722630084666,15.0,0
sub-01,Stimulus/S 12,1.0068308522538398e-11,7.1830343319820345e-12,1.5761289610742902e-11,3.307844883929012,2711.2795866951233,11.0,0
sub-01,Stimulus/S 12,1.799956619996958e-11,6.1970548213139334e-12,9.032097847056563e-12,3.259726576267615,2715.179016329902,12.0,0
sub-01,Stimulus/S 12,1.0414710960668029e-11,3.460859384629943e-12,7.783090129471516e-12,3.210240014783444,2712.6934097530307,9.5,0
sub-01,Stimulus/S 12,2.6482833336384647e-11,8.998194436223736e-12,2.7012702006533248e-11,3.1636755838182027,2716.9052530324448,4.25,0
sub-01,Stimulus/S 12,3.689799644223065e-12,2.6743443959460026e-12,3.1807185602549536e-12,3.182821921806459,2714.8027294934077,7.0,0
sub-01,Stimulus/S 12,7.880567360417374e-12,2.9733753458887105e-12,4.685103530331576e-12,3.253434868593032,2711.5732572228044,11.75,0
sub-01,Stimulus/S 12,6.481778077657794e-12,2.352358301913486e-12,1.0603544122047253e-11,3.296927237135266,2714.112163804752,8.75,0
sub-01,Stimulus/S 12,4.1729734007348895e-12,2.5551998433862158e-12,3.825614434623412e-12,3.335097450269696,2712.3337004616033,15.25,0
sub-01,Stimulus/S 12,2.954355075628944e-11,3.846780154156877e-12,2.9561540105929095e-11,3.2686403222573874,2715.591086896245,13.75,0
sub-01,Stimulus/S 12,1.1497849594519318e-11,1.929906905670372e-12,8.905736031237932e-12,3.217333568772266,2713.3239169211606,17.5,0
sub-01,Stimulus/S 12,8.638458837502111e-12,4.267450536633241e-12,4.039362294216684e-12,3.3652445494964764,2713.2905012028245,14.0,0
sub-01,Stimulus/S 12,1.0289826053509125e-11,2.4913799115311596e-12,9.032353881613564e-12,3.32084891279469,2713.586089073435,14.75,0
sub-01,Stimulus/S 12,2.1085254429329375e-12,1.5747034792585903e-12,2.528598107061385e-12,3.2756061421427485,2715.552762248891,16.25,0
sub-01,Stimulus/S 13,7.39045221488359e-12,2.4360213332231013e-12,3.676648897674829e-12,3.2279716360125055,2714.7436609597603,6.75,0
sub-01,Stimulus/S 13,1.0945296689900014e-11,2.702323931188372e-12,7.70558963908142e-12,3.2257729548211396,2714.718741945373,8.5,0
sub-01,Stimulus/S 13,8.355858977241747e-12,2.5932535351944337e-12,3.5185165512019107e-12,3.2237434200333586,2714.385009265262,10.0,0
sub-01,Stimulus/S 13,6.609512775060036e-12,2.296885390195032e-12,5.924062266358794e-12,3.221680848403622,2714.2856496813297,11.0,0
sub-01,Stimulus/S 13,3.866309967810265e-12,1.9891370363397973e-12,2.8346964706740344e-12,3.2195311792550525,2714.8377842551085,10.0,0
sub-01,Stimulus/S 21,5.051981007586797e-12,5.904953050904346e-12,8.202244481773298e-12,3.6520747244104808,2710.2991033003473,8.0,0
sub-01,Stimulus/S 21,7.476783862951071e-12,3.6288271967912586e-12,1.0094010805270867e-11,3.778456651362977,2711.657008501781,10.0,0
sub-01,Stimulus/S 21,6.8997820332331365e-12,2.150456017687769e-12,8.369313199765115e-12,3.9040010985717926,2713.3550731457763,12.0,0
sub-01,Stimulus/S 21,6.138907851660386e-12,2.8816493138080237e-12,7.894192780673282e-12,4.025369289296176,2713.4327795004374,11.5,0
sub-01,Stimulus/S 21,8.135398848433834e-12,2.624285075402039e-12,7.86065042801167e-12,4.1295766121564705,2715.417130092477,12.0,0
sub-01,Stimulus/S 22,2.505654408435496e-12,1.93528603987532e-12,3.2822470148397296e-12,4.194506162048965,2717.8915404449667,11.0,0
sub-01,Stimulus/S 22,4.785244231219176e-12,2.5714020530149624e-12,4.657285841051049e-12,3.8805636085828707,2719.0318580511125,14.5,0
sub-01,Stimulus/S 22,1.4546604071026757e-11,2.4984223402624903e-12,1.0426085797106917e-11,3.7829113569119013,2718.7965534007126,17.25,0
sub-01,Stimulus/S 22,1.918704189067998e-11,3.995619383186931e-12,7.1218166466852245e-12,3.6353877045875254,2716.363078078137,18.25,0
sub-01,Stimulus/S 22,8.561034624545717e-12,2.365703668872822e-12,3.882979053044204e-12,3.53659879192952,2707.888918151322,18.5,0
sub-01,Stimulus/S 22,6.3849091894968314e-12,7.04794069057441e-12,7.334631998333062e-12,3.4938168765723305,2716.3909850662335,17.75,0
sub-01,Stimulus/S 22,7.034094607966615e-12,2.7342277194829683e-12,7.921857734726202e-12,3.5812639794686945,2715.2039295351947,16.0,0
sub-01,Stimulus/S 22,3.173032971380805e-12,3.542170646786789e-12,4.044139271057621e-12,3.504449705349389,2723.730538800847,17.25,0
sub-01,Stimulus/S 22,9.000029453720297e-12,2.6038218950060392e-12,9.629804064194342e-12,3.7050167458440564,2715.9976359425773,16.0,0
sub-01,Stimulus/S 22,8.754042729482542e-12,2.548949995467889e-12,1.0893936958405604e-11,3.648116266641042,2718.430356034038,14.25,0
sub-01,Stimulus/S 22,1.4156532686070637e-11,1.7356680032380517e-11,9.45075099261896e-12,3.832385706692986,2714.327312605443,18.5,0
