subject,blink_rate,alpha_power
sub-05,3.0004500675101156,4.28652689915956e-06
sub-05,0.0,4.310079737978485e-06
sub-05,0.0,3.996324373868536e-06
sub-05,0.0,3.7671530341579257e-06
sub-05,0.0,3.6873506133409824e-06
sub-05,0.0,3.5008335682658775e-06
sub-05,0.0,3.697635167399544e-06
sub-06,5.04225220598534,4.357144420550282e-06
sub-06,0.0,4.557474824915562e-06
sub-06,0.0,3.955106041600382e-06
sub-06,0.0,4.65217501237084e-06
sub-06,0.0,3.841533219762746e-06
sub-06,3.000300030003002,4.453592038312925e-06
sub-06,0.0,4.123459715014806e-06
sub-06,3.0004500675101284,3.983009648539151e-06
sub-06,0.0,4.327964699120471e-06
sub-06,3.0004500675101284,4.725581342034738e-06
sub-06,0.0,4.2283181697051846e-06
sub-06,3.000300030003002,4.426022136306717e-06
sub-06,0.0,4.026687947640852e-06
sub-06,3.0004500675101244,3.9039160308032514e-06
sub-06,3.000300030003002,4.113169703111494e-06
sub-06,0.0,8.709493164622835e-06
sub-06,0.0,7.604347464986557e-06
sub-06,3.0004500675101333,4.387865406195112e-06
sub-06,6.000600060005987,4.162976866409527e-06
sub-06,3.0004500675101333,3.5386828825159003e-06
sub-06,6.000900135020249,3.5789329526647843e-06
sub-06,6.000600060006004,3.1844705034849742e-06
sub-06,9.001800360071996,3.5661035431866385e-06
sub-06,3.000300030003002,3.349539021398735e-06
sub-06,3.0004500675101333,3.347203921246994e-06
sub-06,3.0003000300029936,3.3880612514948552e-06
sub-06,6.001200240048016,3.2564387350569967e-06
sub-06,6.000600060005987,3.5557450810662296e-06
sub-06,9.0013502025304,3.0357387735285997e-06
sub-06,3.0003000300029936,3.054718823721764e-06
sub-06,3.000600120024008,3.0919149992039404e-06
sub-06,3.0003000300030105,3.654417514632005e-06
sub-06,6.000900135020231,3.4722014927022927e-06
sub-06,3.0004500675101333,3.3612761800435132e-06
sub-06,2.857551078725538,3.52722020107998e-06
sub-06,0.0,3.3451558577532957e-06
sub-06,0.0,5.667571107018964e-06
sub-06,0.0,2.9331518135619138e-06
sub-06,0.0,2.987059356133651e-06
sub-06,0.0,3.91731959479531e-06
sub-06,0.0,4.713451866041944e-06
sub-06,0.0,5.633708386916278e-06
sub-06,0.0,3.7543861962979742e-06
sub-06,0.0,4.002298135163722e-06
sub-06,3.0004500675101333,3.316252838232348e-06
sub-06,3.0004500675101333,3.2774026074143126e-06
sub-06,3.0004500675101156,3.331302501002703e-06
sub-06,9.0013502025304,3.073764734592051e-06
sub-06,3.0003000300029936,4.010545344186747e-06
sub-06,9.0013502025304,4.127154643333439e-06
sub-06,9.001350202530347,4.258637675997209e-06
sub-06,6.000600060006021,3.2868424073983657e-06
sub-06,15.002250337550578,4.393647736925781e-06
sub-06,15.002250337550665,4.191961094856144e-06
sub-06,9.0013502025304,3.815943828479622e-06
sub-06,15.002250337550578,4.525599332890899e-06
sub-06,6.000600060006021,3.6569317360883625e-06
sub-06,3.0004500675101156,3.874753434143186e-06
sub-06,5.715102157451107,4.21414358892646e-06
sub-06,60.0,3.297197300967246e-06
